	word	context	positions	gold_sense_id	predict_sense_id
156	тысяча	-- Да, она ремонтируется,-- сказал отец, когда они прошли все чередом, шумя и толкаясь, в столовую, по уже известному, но еще неизведанному коридору, в который надо будет еще наведаться завтра, когда она разложит тетрадки, повесит за ушко свою умывальную перчатку и, словом, покончит с этой тысячей дел.	291-298	1	
157	тысяча	Тысячи подробностей войны, из которых каждая могла бы составить общеевропейское ужасающее событие, если бы случилась в отдельности, в мирное время.	0-6	1	
158	тысяча	Но он знал и то, что в этих канцеляриях собраны и наклеены тысячи статей, в которые никто никогда не заглядывает, которые не нужны даже будущему историку.	59-65	1	
159	тысяча	Несколько остыв от надежд, с какими пробирался к столу, я двинулся вверх, в буфет, где мог за последнюю свою тысячу вылить стакан чая с куском хлеба.	109-115	2	
160	тысяча	Я вдруг почувствовал, что страшно сейчас пойду рисковать; кроме того, мне хотелось еще что-нибудь предпринять, предложить еще какое-нибудь пари, отсчитать кому-нибудь несколько тысяч.	177-182	0	
161	тысяча	Тысячи членов ОДР проходят техническую грамоту не только на курсах, но и в групповой, индивидуальной практике.	0-6	0	
162	тысяча	Я мысленно подсчитал остатки сумм, которыми мог располагать и которые ждал от Лерха: около четырех тысяч.	99-104	0	
163	тысяча	И, кроме того, я разрабатываю новый вариант, а это-- тысяча четыреста деталей и двенадцать тысяч размеров, увязанных между собой.	53-59	0	
164	тысяча	Кстати, очень выгодным оказался и открытый в 2002 году рейс по маршруту«Самара-Душанбе», которым за прошедшее время воспользовалось около 7 тыс. человек.	140-143	0	
165	тысяча	Разработанные в ЛФТИ устройства свели к нулю потери ВМФ, обеспечили его боеспособность, сохранили сотни кораблей и многие тысячи человеческих жизней.	122-128	1	
166	тысяча	Британская букмекерская компания Ladbrokes разыскивает человека, поставившего накануне парламентских выборов 47 тысяч долларов на победу Консервативной партии.	112-117	0	
167	тысяча	В Шенкурском уезде по минувшей четвертой ревизии в тысячи ста шестидесяти-двух дворах имеется казенного ведомства крестьян дворцовых: мужеска-- 18,420, женска-- 18,826; экономические: мужеска-- 1,091, женска-- 1,154; черносошных: мужеска-- 738, женска-- 706; итого мужеска-- 20,249, женска-- 20,746, а обоего мужеска и женска пола-- 40,995 душ.	51-57	0	
168	тысяча	Но рано или поздно детишки-внуки выставят картину на аукцион, непременно выставят, ведь к тому времени(когда не только вдовица-адвокатица в мир иной укатится, а я и сам уже буду тереть негасимые краски из пигментов райского сада),-- к тому времени Фальк поднимется в цене на сотни тысяч веселых евриков, и уж это будет подлинный Фальк с натуральной историей.	281-286	0	
169	тысяча	Экономический эффект от применения одной системы-- около 20 тыс. руб. в год.	60-63	0	
170	тысяча	наказываются штрафом в размере до сорока тысяч рублей или в размере заработной платы или иного дохода осужденного за период до трех месяцев, либо обязательными работами на срок от ста до ста восьмидесяти часов, либо исправительными работами на срок до одного года, либо арестом на срок до трех месяцев, либо лишением свободы на срок до двух лет.	41-46	0	
171	тысяча	Кругом-- несколько тысяч голов,-- лица нахмурены, лбы наморщены, рты сжаты.	19-24	0	
172	тысяча	Этот особняк стоил два с половиной миллиона фунтов, и я, поддавшись давлению, внес девяносто тысяч фунтов аванса, которые потом так и пропали...	93-98	0	
173	тысяча	Он насмешливо указал Эдуарду на одну из кают и мысленно поздравил себя с получением ста тысяч долларов.	88-93	0	
174	дело	Только что составленный кабинет пришлось отменить, чтобы назавтра приступить к делу снова.	79-83	1	
175	дело	Вот почему для такого рода преподавателей в особенности необходимо специальное педагогическое подготовление, тем более что нельзя ожидать, чтобы они сами, при ограниченности своих познаний, могли самостоятельно подготовиться к своему делу, так как знание иностранных языков, а вместе с тем и чтение иностранных педагогических сочинений для них большей частью недоступно.	234-238	1	
176	дело	Чем же более в деле сем открывается благость Божия и премудрость: тем более стараться нам надобно, чтоб сие свойство не превратить на другой конец, то есть, чтоб способности и дарования не употребить во зло.	15-19	5	
177	дело	Теперь нам нужно дело продолжать по-прежнему, не только для дела,-- а и для спасения товарищей.	17-21	0	
178	дело	-- Как же так, Семен Николаевич,-- сказал он Таратару,-- весь мир, можно сказать, занимается делами вашего восьмого«Б», а я веду переговоры, почти ничего не зная о происходящем?	93-99	0	
179	дело	Если бы русская военная промышленность стояла на высоте западноевропейской, то был бы иной темп в деле развития и технического усовершенствования русской артиллерии и ей не приходилось бы в этом отношении плестись в хвосте германской и даже австро-венгерской армии, постоянно запаздывая с осуществлением идей, нередко зарождавшихся в России и становившихся достоянием заграничных заводов.	98-102	0	
180	дело	Тот заминает дело и использует этот жуткий компромат для того, чтобы полностью подчинить тебя себе.	13-17	2	
181	дело	Возвращаю Вам дело по обвинению Гумилева Льва Николаевича и других.	14-18	2	
182	дело	Она сомневалась в успехе задуманного дела, и, к ее же собственному удивлению, ей смутно казалось, что все было бы благополучно, если бы не главный его и добровольный устроитель.	37-41	3	
183	дело	Почему мы должны непременно ждать этого учредительного собрания? станет ли оно на деле учредительным? прочно ли оно будет без предварительного и одновременного учреждения революционных крестьянских комитетов?-- все эти вопросы упущены из виду конференцией.	82-86	4	
184	дело	А теперь, ребята, приступим к делу.	30-34	0	
185	дело	А у меня деньги все в дело вложены.	22-26	9	
186	дело	-- Однако для такого храброго моряка, как вы, которому притом я и сам обязан, я готов сделать больше, чем для любого другого-- и объясню, в чем дело.	144-148	6	
187	дело	Никто не мог, разумеется, сообщить следователю того, что знали, например, мы с Штейнгартом или Мишка Биркин с товарищами, и нет ничего удивительного, что он отнесся к делу поверхностно, спустя рукава.	167-171	2	
188	дело	Он пошел с горы, а нож делал свое дело и вонзался все глубже и глубже.	34-38	7	
189	дело	Держась строго своей системы невмешательства в это без сомнения больное для него дело, дядя, однако, был сильно встревожен, заметив, что образовательная сторона его детей ограничивается почти исключительно обучением их знанию языков, которое велось чрезвычайно основательно, но затем все прочее оставляло в пробеле.	81-85	1	
190	дело	-- Беда!-- решила вдруг Татьяна Павловна, поняв, в чем дело.	55-59	6	
191	дело	Здесь один за другим служили замечательные священники, очень образованные и преданные своему делу.	93-97	1	
192	дело	Кто теперь из поляков решится вспомнить речи Ореховского и Моджевского и возобновить их дело?	88-92	3	
193	дело	-- Я должен вам сказать,-- произнес он холодно,-- что еще вчера мною сделано распоряжение о совершенном прекращении этого дела.	70-74	2	
194	дело	-- В любви все дело минуты,-- продолжал он каким-то даже страстным голосом,-- например, я десять бы лет жизни отдал, если бы вы позволили мне поцеловать божественную вашу ножку...	15-19	10	
195	дело	Дело, разумеется, нужное, квартира с момента, как въехали, в порядок не приводилась.	0-4	0	
196	дело	Он понимал, что для Костякова важны и дела, и здоровье, и жизнь ему нужна.	38-42	1	
197	дело	Беда всем и каждому, кто станет иметь с ним дело.	44-48	8	
198	дело	Не делаем ли мы все дела свои, чтобы показаться перед людьми(Мф. 6, 5)?	3-7	1	
199	дело	Папеньке помогала в дурных делах, нисколько не жалела людей.	27-32	3	
200	дело	Экспозиция, посвященная Краснознаменному военному округу, подготовлена со знанием дела и вызывает у посетителей неподдельный интерес, особенно у тех, кто всю свою жизнь отдал армейской службе.	82-86	7	
201	дело	Капитан за пять лет своей работы имел дело с преступниками, наделенными самыми разными чертами характера.	38-42	8	
202	дело	Что-нибудь одно— или в окна глазеть, или дело делать.	41-45	0	
203	дело	Ни в чем не замечен-- это значит: послушлив, благонадежен, исполнителен и, стало быть, может быть пристроен к какому угодно делу.	124-128	0	
204	дело	А на самом деле в одной только Москве ежегодно находится пара десятков желающих переделать«старый шестисотый», W140, он же«стосорокет», в W220.	11-15	4	
205	дело	В частности, отменена альтернативная подсудность дел об оспаривании нормативных актов, предоставлявшая гражданину право выбора на обращение с соответствующей жалобой либо по месту своего жительства, либо по месту нахождения государственного или муниципального органа.	49-52	2	
206	дело	Но уверовать во Христа-- дело весьма сложное, требующее отвлечения внимания от себя.	25-29	5	
207	дело	Ясной связи, которой хвалилась прежняя Франция, у них нет, истины они не ищут, она так страшна на деле, что они отворачиваются от нее.	98-102	4	
208	дело	Вы правы, из-за этого дела нет нужды волноваться,-- оно касается только такой мелочи, как честь.	22-26	2	
209	человек	Прямо из Зимнего дворца фельдмаршал Миних с сорока избранными людьми направился в Летний дворец, но, не доходя до него, послал Манштейна к караулу дворца, заявить караульным офицерам, чтобы они вышли для получения известий чрезвычайной важности.	184-189	0	
210	человек	Рукою крепкою избавил еси люди, яже стяжа, человеколюбче.	43-56	0	
211	человек	Что«коллективизация» не родит нового человека, не принесет ни счастья, ни благополучия человечеству, у нас совершенно не вызывает сомнения, но что она уже и сейчас принесла величайшую беду и непоправимое зло для калмыцкого народа-- факт абсолютно бесспорный, не подлежащий никакому сомнению.	37-45	1	
212	человек	-- Я давно это угадывал,-- сказал этот получивший христианские правила молодой человек, нимало не смутившись моим рассказом.	79-86	0	
213	человек	Напуганные люди спешили на воздух, словно порция свежего кислорода-- единственное, что могло уберечь их в случае новых толчков.	83-86	0	
214	человек	-- С утра, говорят, человек пять приезжало, а сегодня штой-то не слыхать...	20-27	0	
215	человек	Мы все выросли на целой куче предрассудков относительно государства, играющего роль Провидения в отношениях людей между собою.	0-0	0	
216	человек	И театральный режиссер, актер, пианист, дирижер только тогда подлинный художник, когда он чуток к тому, что созвучно в классическом произведении психологии и духовной жизни современного ему человека, когда он находит это и интерпретирует через образы искусства другого времени, превращая его в произведение сегодняшнего дня.	190-198	0	
217	человек	...О долговечности конструкций Ткач упомянул не случайно: за последние полвека инженеры научились бороться с глобальными проблемами в мостостроении-- теперь навряд ли повторится тахомская катастрофа, когда огромный мост в американском городе Тахома по каким-то неведомым законам резонансности был буквально скручен спиралью и сотни машин, людей посыпались с него гроздями, погибая в воде и под обломками сооружения(тем, кто постарше, памятны леденящие душу кадры кинохроники, запечатлевшей эту катастрофу 60-х годов).	0-0	0	
218	человек	Онъ населенъ дворовыми крестьянами, между которыми земледѣльцовъ очень мало, а большая часть люди ремесленные, какъ то мѣдники, иконописцы, набойщики и серебряки.	87-92	0	
219	человек	Сначала присылали ему хлебца, круп, того-другого, да как узнали, что он все чужим людям раздает, так и полно!	65-68	0	
220	человек	Пришло начальство с вооруженными людьми, и начался обыск.	0-0	0	
221	человек	Вот Николай Уткин, очень уважаемый человек, говорит:«Не могу выйти вечером пойти в кафе попить пива».	35-42	0	
222	человек	Это был настолько мой человек, что больше и не надо.	22-29	0	
223	человек	Преудивительная личность содержатель трактира на Зимняке Алексей Никитич Ремизов: о нем нет пересудов в городе, единогласно весь край от Углича до Сергиева и от Переславля до Дмитрова и до Кимр и дальше по верховьям Волги до Рыбинска, скажет:--«первый человек Алексей Никитич!	252-259	0	
224	человек	Оттого я и говорю: ради своего будущего, ради Марины, ради своих стихов-- уезжай до осени, один, побродить, пошататься, увидеть новых людей.	0-0	0	
225	человек	Ну, сначала было все хорошо, очень были рады, что выходит замуж, а после на меня же была претензия; Василий Петрович часто говаривал:«Бог с вами, сестрица, спровадили от нас Лизу за тридевять земель, жила бы лучше поближе к нам; зять-- человек неизвестный, бог знает как и живет».	236-243	0	
226	человек	Впрочем, он это делал не из дурных побуждений,-- он честный человек,-- а по легкомыслию и недостатку твердости, которые часто повергают его в противоречия с самим собой.	60-67	0	
227	человек	-- Так вы, молодой человек, неужели никогда и ничего не слыхали про Порфира Порфирова Селезнева?-- спрашивал старик, доставая берестяную тавлинку и делая самую аппетитную понюшку.	19-26	0	
228	человек	После убийства в Лозанне Воровского, выдающегося советского дипломата, советским людям было весьма трудно в женевском кантоне.	0-0	2	
229	человек	Говорит мне, что жена у него двумя годами старше его, 9 человек родила и только спереди зубов двух нет, а то как 17-летняя девушка.	56-63	0	
230	человек	Бесконечно жалко Иванушку, который, вместо богадельни, попал на каторгу, и страшно за него, когда знаешь, что в соседстве с ним живут люди настоящие каторжные.	106-109	0	
231	человек	Между тем, я могу указать на многих людей, выучившихся этой хитрой науке в два-три урока.	0-0	0	
232	человек	Я глубоко убежден в том, что освоение космоса-- один из магистральных путей дальнейшего развития человеческой цивилизации, пусть пока еще не очень ясный для большинства людей.	25-28	0	
233	человек	В. Зензинов опубликовал эти легенды и свои наблюдения жизни русско-устьинцев в книге«Старинные люди у холодного океана», чем привлёк внимание широкой общественности к этим людям.	121-124	0	
234	человек	-майор в отставке, человек умный, образованный, но совершенно расстроенный в своих делах, сделался главою секты.	19-26	0	
235	человек	Словно зная силу своих глаз, она любой рассказ выслушивала молча и опустив глаза, но, если кто отваживался как-то приукрасить повествование, она только на короткий миг поднимала глаза, и это производило впечатление ошеломляющее-- человек сконфуженно умолкал.	230-237	0	
236	человек	У него был подкупающий вид человека свободного, веселого, и, кроме нас двоих, в поле никого не было.	27-35	0	
237	человек	-- А он и есть очень интересный человек,-- продолжал Сергей, не отвечая на вопрос.	32-39	0	
238	человек	Верит человек-- он живой; не верит-- мертвый; колеблется и ищет-- стоит между жизнью и смертью.	6-13	0	
239	человек	Укоренившаяся за войну привычка-- задним числом связывать смерть людей и с их собственными, и с чужими предчувствиями-- не миновала и его.	41-47	0	
240	человек	А. Заде пишет, что«точный количественный анализ поведения гуманистических систем не имеет, по-видимому, большого практического значения в реальных социальных, экономических и других задачах, связанных с участием, одного человека или группы людей».	220-228	0	
241	человек	Он чувствовал, как тесно связалось это имя с историей его царствования, как велико было содействие Сперанского к его славе, как высоко он стоял над другими нашими государственными людьми той эпохи.	3-13	0	
242	человек	Было странно видеть этих людей, спокойно занятых своим делом.	0-0	0	
243	человек	Человек в матросской форме, тот самый, который ограбил, а теперь нес Кэт сюда на руках, крепко держал ее за плечи, и она опять слышала у левого уха его шипящее дыхание.	0-7	0	
244	результат	Впрочемъ, я утѣшаю себя тѣмъ, что поѣздка моя въ Россію дастъ хорошіе денежные результаты, и я надѣюсь привезти домой довольно кругленькую сумму.	79-89	1	
245	результат	Начинались долгие пререкания с заранее известным результатом-- он состоял в том, что стороны договаривались спешиться одновременно.	49-60	0	
246	результат	При этом в результате ряда последовательных реакций возникали характерные вспышки гамма-квантов.	11-21	0	
247	результат	Оказалось, что его наблюдения дали тождественные результаты, и он весело проговорил:	49-59	0	
248	результат	Цунами-- это морские волны, возникающие при подводных и прибрежных землетрясениях в результате сдвига вверх или вниз протяженных участков морского дна.	84-94	0	
249	результат	Например, на некоторые инфекции я сдавала кровь и результаты отрицательные, а она говорит, что обязательно нужно проверить, взяв мазок.	50-60	0	
250	результат	Политические и военные успехи российского большевизма, итальянского фашизма и немецкого национал-социализма давали повод надеяться, что внесение их основных постулатов в стратегические концепции любой национальной идеи будут иметь позитивные результаты.	242-252	0	
251	результат	На предприятии создана деловая творческая атмосфера, когда каждый член коллектива заинтересован в результатах своего труда.	98-109	0	
252	результат	Вызвали меня, так сказать, к финалу,-- на заседание бюро секции прозы,-- оповестить о результатах проведенной по сигналу работы.	86-97	0	
253	результат	По сути, пользователь передает в экспертную систему факты или другую информацию и получает в качестве результата экспертный совет или экспертные знания.	102-112	0	
254	результат	Конкурс не дал ожидаемых результатов-- со стороны не пришли артисты, обладающие яркой индивидуальностью и могущие своим творчеством обогатить эстрадное искусство.	25-36	0	
255	результат	Не в чем упрекнуть-- результат спанья на лошадиной шкуре.	21-30	0	
256	результат	.На рынке в Пномпене несколько человек убито и много ранено в результате взрыва бомбы...	62-72	0	
257	результат	Получилось это в результате маминого заявления*.	17-27	0	
258	результат	Думаю, если бы она в свое время занялась каким-нибудь видом спорта, то достигла бы в нем таких же результатов, каких добилась в политике.	98-109	1	
259	результат	Суть ее заключается в следующем: пусть X1, X2,..., Xn— совокупность количественных показателей, характеризующих состояние выбранного объекта на данный момент времени t и результаты его деятельности за предшествующий период.	170-180	0	
260	результат	По результатам выполнения заданий все дети были разделены на две условные группы: одаренные и нормально развивающиеся.	3-14	0	
261	результат	Когда-то здесь была огромная гора, велись ударные разработки, в результате которых Подмосковье оказывалось полностью снабженным высокосортным песком.	64-74	0	
262	результат	Исследуя пути Господни в устройстве Вселенной и зная, как опыт и язык математики позволяют познавать это устройство, Галилей защищал Библию от чуждых ей задач и, соответственно, от противоречий с результатами научного познания.	196-208	0	
263	результат	В результате все нервы, весь ненужный адреналин израсходовались на эти переживания, и получился, может быть, лучший«Чайльд Гарольд» в Италии и в моей жизни.	2-12	0	
264	результат	остальных трансформаторов-- в зависимости от их состояния и результатов диагностического контроля.	60-71	0	
265	результат	В соответствии с пунктом 1 статьи 122 Налогового кодекса Российской Федерации-- неуплата или неполная уплата сумм налога в результате занижения налоговой базы, иного неправильного исчисления налога или других неправомерных действий(бездействий) влечет взыскание штрафа в размере 20% от неуплаченных сумм налога.	123-133	0	
266	результат	Одни вообще не связывают судебную реформу с достижением такого результата(так считают люди в мантиях в Центральном, Приволжском и Северо-западном федеральных округах), другие, наоборот, относят его к числу приоритетов(в Южном и Уральском округах).	63-73	0	
267	результат	И в результате оказалось, что«естественная» философия превратилась в самую сухую и самую отвлеченную метафизическую систему.	4-14	0	
268	результат	Нетрудно и заметить, что: в других сектах болезнь, приведшая к гибели Джонстауна, либо находилась и находится в самой зачаточной форма, в начальнейшей стадии, либо протекает так слабо, что ее симптомы выражены еще плохо, их трудно выделить, а конечный результат болезни-- самоубийство заболевшего общества-- является и вовсе невероятной.	252-261	0	
269	результат	Размеры и расположение будки, конечно, не соответствовали правилам, принятым в метеорологии, так что наблюдения температур, влажности и силы ветра должны были дать результаты, несколько отличающиеся от тех, какие могла бы дать станция, устроенная вне оазиса и согласно требованиям науки.	164-174	0	
270	результат	В результате Аленушка приходит к абсолютно несоответствующему действительности заключению, будто Моржов-- гомосексуалист.	2-12	0	
271	результат	Результаты анкетирования свидетельствуют о преобладании в г.	0-10	0	
272	результат	Во всех случаях, когда результаты огневой деятельности не оправдывают расхода снарядов, виновных в перерасходе привлекать к суровой ответственности и наказывать как за тяжелый дисциплинарный проступок.	23-33	0	
273	результат	Убытки, понесенные в результате этого простоя, исчислялись сотнями тысяч рублей, не считая валюты, но это решительно никого не волновало: карман ведь не свой-- государственный.	21-31	0	
274	результат	Согласованное использование принципиально новой статистики, с одной стороны, и результатов социологических обследований-- с другой, позволяет совершенно по-иному представить образовательную и экономическую деятельность образовательных учреждений, обеспечить многофакторный анализ статистических и социологических данных.	79-90	0	
275	результат	419 Постулируя«верное» изображение реальности, соцреализм не сообщает, каким именно, в том числе и в чисто формальном отношении, должен быть конечный результат.	150-159	0	
276	результат	В результате всех схем в«черную дыру» Токобанка оказались втянуты многие крупные российские предприятия.	2-12	0	
277	результат	Мы уходим из Приднестровья и миримся с тем, что непризнанная республика возвращается в лоно Молдовы, или тут идет сверхсложная, умная и тонкая дипломатическая игра, в результате которой неминуемо победят интересы Москвы?	167-177	0	
278	результат	Война на юге не имела таких же счастливых результатов потому, что верный наш союзник Наполеон подстрекал против нас Турцию, между тем как враги наши, англичане, ей помогали.	42-53	0	
279	место	А междо тем все курьеры для близости и способности пути стали чрез здешнее место ездить, в котором я имею великую опасность, ибо может причесться, что я противно указа пропущаю, возвращать же их на Верхотурье отсуда до 500 верст будет лишка, и в нуждных посылках может нечаянно учиниться остановка.	75-80	0	
280	место	Золотая лихорадка, разыгравшаяся в Овсянке, натолкнула искателей золота на мысль произвести разведки и в других местах по течению Зеи.	112-118	0	
281	место	-- Слышишь, Регент,-- сказал укротитель,-- что приготовили для тебя в этом месте?	75-80	0	
282	место	Есть ли у вас возможность обучать людей в местах постоянной дислокации с учетом особенностей построения ПВО в вашей стране?	42-48	0	
283	место	К сезонным миграциям относят также кочевничество, паломничество к святым местам.	73-79	0	
284	место	Словно всем ураганным«зарядам» Севера нехватало места на земле и они перенеслись в небесные просторы.	48-53	1	
285	место	Потом, примерившись, провел через все море ровную линию от Петровска до отмеченного места.	84-89	0	
286	место	Так вот... что же мы узнаё-оом?-- протянул Ефим и, найдя нужное место, начал читать:	64-69	0	
287	место	-- Но разве от нас вы не могли бы ездить в присутственные места?	58-63	2	
288	место	Валя обернулась и посмотрела на Мархамат, а девочки, не в силах долго стоять на месте, тут же сорвались и убежали во двор, откуда уже в следующую секунду долетели их крики:	80-85	0	
289	место	Я предоставил самому обществу указывать кандидатов, более бедных склонял к согласию обещанием устройства им на месте полного хозяйства и крупных вспомоществований от казны.	111-116	0	
290	место	«Для защиты национальных интересов США мы ищем места для захода наших боевых кораблей и проведения других поддерживающих операций»,-- заявил адмирал Блэр, пояснив, что вопрос захода кораблей США в бухту Камрань«обсуждался с высшими государственными руководителями» этой страны, и что«переговоры идут успешно».	47-52	0	
291	место	Но прежде чем начинать искать работу где-либо в другом месте, мне нужно было получить паспорт.	55-60	0	
292	место	Весенний сев проходил в 100 местах, вот что такое энергоцентр!!	28-34	0	
293	место	И я, Соломон Премудрый, узнал сие место и велел убитого отрыть.	34-39	0	
294	место	То, что ее не оказалось на месте, меня не удивило.	27-32	1	
295	место	В последнем случае необозримые, бесконечные камыши, проросшие кустами и лесом, с озерами более или менее глубокими, представляют самые благонадежные, просторные и крепкие места для вывода и укрывательства с молодыми всякой птице и преимущественно водяной дичи.	171-176	0	
296	место	Наконец Иоанн изъявил досаду: принимая гонца литовского, не встал с места, не спросил о здоровье короля и написал к Стефану:«Мы, смиренный государь всея России, Божиею, а не человеческою многомятежною волею...	68-73	1	
297	место	Позднею осенью, несколько выводков соединяются в одну стаю, которая живет дружно до весны и имеет общий ночлег в одном и том же месте.	128-133	0	
298	место	Выпал глубокий снег, и, для того чтобы по некоторым местам провести лошадей, казакам приходилось настилать на рыхлый снег кошмы и шинели.	52-58	0	
299	место	Чего ты на одном месте топчешься?»	17-22	0	
300	место	Контора устроилась прекрасно, экипажи были отличны; цена за места назначена была самая умеренная, от города до Москвы брали всего четыре целковых.	60-65	2	
301	место	Хорошее место для размышлений о соотношении искусства и жизни, красоты и решеток галерей внутреннего двора гауптвахты!	8-13	0	
